"Year","Week","Percent of Deaths Due to Pneumonia and Influenza (P&I)","Percent of Deaths Due to Pneumonia, Influenza or COVID-19 (PIC)","Expected","Threshold","All Deaths","Pneumonia Deaths","Influenza Deaths","COVID-19 Deaths","Pneumonia, Influenza or COVID-19 Deaths (PIC)"
2020,3,7.6295382744,7.6295382744,6.70753,7.01232,59191,4052,464,0,4516
2020,4,7.4549954233,7.4549954233,6.75882,7.06345,58994,3902,496,0,4398
2020,5,7.2999420369,7.2999420369,6.79862,7.10309,58658,3803,479,0,4282
2020,6,7.2930210567,7.2947096469,6.82632,7.13063,59221,3799,520,1,4320
2020,7,7.4792007638,7.4792007638,6.8415,7.14565,58656,3828,559,0,4387
2020,8,7.2622272193,7.2673378648,6.84392,7.14791,58701,3697,566,4,4266
2020,9,7.5731177157,7.5815755197,6.83352,7.13735,59117,3823,654,10,4482
2020,10,7.7308409958,7.7594177075,6.81405,7.11787,59489,3967,632,36,4616
2020,11,7.8436067593,7.8897858658,6.78217,7.08599,58468,3963,623,56,4613
2020,12,8.6182360316,9.1502049944,6.73835,7.04218,59026,4530,557,571,5401
2020,13,10.510472247,13.181492395,6.68325,6.98708,62785,6156,443,3155,8276
2020,14,14.402253083,21.383482013,6.61767,6.9215,72079,9904,477,10018,15413
2020,15,15.786068579,26.712250568,6.54258,6.8464,78829,11972,472,16164,21057
2020,16,15.207764555,27.727195538,6.45906,6.76289,76553,11378,264,17071,21226
2020,17,14.255264265,26.117001779,6.36835,6.67218,73657,10356,144,15427,19237
2020,18,13.005152849,24.036012043,6.27177,6.5756,69088,8920,65,13139,16606
2020,19,11.802407613,21.491399237,6.17073,6.47455,66622,7815,48,11164,14318
2020,20,10.539493943,18.926610784,6.0667,6.37053,64301,6756,21,9171,12170
2020,21,9.6020451363,16.458787899,5.9612,6.26503,61414,5873,24,7175,10108
2020,22,8.8533960995,14.979825151,5.85578,6.1596,59480,5254,12,6117,8910
2020,23,8.3215460386,13.202338145,5.75196,6.05579,58679,4872,11,4998,7747
2020,24,7.8405591502,11.899242241,5.65127,5.9551,57802,4521,11,4204,6878
2020,25,7.5448832257,11.365800454,5.55518,5.859,57761,4350,8,3808,6565
2020,26,7.3050972582,11.152505708,5.46508,5.7689,58247,4244,11,3789,6496
2020,27,7.6197192558,11.807374572,5.38229,5.68612,59556,4534,4,4480,7032
2020,28,8.952897433,13.854746789,5.30803,5.61186,61589,5504,10,5718,8533
2020,29,9.8176315999,15.662976826,5.24339,5.54721,62785,6151,13,7099,9834
2020,30,10.530188,17.100010958,5.1893,5.49312,63883,6717,10,8135,10924
2020,31,10.657085153,17.187230911,5.14656,5.45039,63873,6794,13,8217,10978
2020,32,10.693275982,16.732557404,5.11581,5.41964,63236,6753,9,7768,10581
2020,33,10.243361078,15.798652398,5.0975,5.40133,63075,6456,5,7156,9965
2020,34,9.5648378649,14.566292716,5.09191,5.39574,61862,5905,12,6274,9011
2020,35,9.0995213402,13.691663343,5.09913,5.40296,60168,5464,11,5608,8238
2020,36,8.6345518346,12.705685961,5.11907,5.4229,58706,5060,9,4818,7459
2020,37,8.3176626271,12.108232344,5.15145,5.45527,57432,4770,7,4377,6954
2020,38,7.9188848417,11.545601009,5.19581,5.49963,57104,4517,5,3999,6593
2020,39,8.0882352941,11.597279757,5.25152,5.55535,57936,4683,3,4025,6719
2020,40,7.9663463231,11.588692928,5.31779,5.62162,56814,4518,8,3936,6584
2020,41,8.2856799409,12.164923669,5.39367,5.69749,58233,4814,11,4451,7084
2020,42,8.559369923,12.961785689,5.47807,5.78189,56628,4832,15,4763,7340
2020,43,9.0004860436,14.117830857,5.56977,5.8736,57608,5169,16,5459,8133
2020,44,9.4584485848,15.183619505,5.66748,5.9713,57483,5419,18,6156,8728
2020,45,10.228829816,16.80597424,5.76977,6.07359,58384,5951,21,7228,9812
2020,46,10.965319921,18.415249759,5.87518,6.179,54873,6002,15,7707,10105
2020,47,11.096259819,18.562551296,5.9822,6.28602,42645,4717,15,6024,7916
2020,48,8.3710684127,12.813609105,6.08928,6.3931,16342,1365,3,1397,2094
