Year,Loc_experiment,General Outcome,"General Outcome (1,0)",Health Outcome,University Funding,Private Funding,Private & Public,Private & University,Public Funding,Public & International Org,Public & University,University & International Org,International Org,Research Institution,Not Available,Private Affiliation,Public Affiliation,University Affiliation,Herbicide Use,Herbicide Use/Year
2019-01-01,COLOMBIA,1.0,1.0,0.0,1.0,0.0,,,0.0,,,,,,,0.0,0.0,1.0,761660.0,25371.0
2019-01-01,FINLAND,1.0,1.0,0.0,0.0,0.0,,,1.0,,,,,,,0.0,0.0,1.0,34031.0,1108.0
2019-01-01,FRANCE,1.0,1.0,0.0,0.0,0.0,,,0.5,,,,,,1.0,0.0,0.0,1.0,898023.0,31800.5
2019-01-01,GERMANY,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,,,0.6666666666666666,,,,,,1.0,0.0,0.3333333333333333,0.6666666666666666,486421.0,15106.666666666666
2019-01-01,HUNGARY,1.0,1.0,1.0,0.0,0.0,,,1.0,,,,,,,0.0,0.0,1.0,215301.0,9428.0
2019-01-01,IRAN,1.0,1.0,0.5,0.5,0.0,,,0.0,,,,,,1.0,0.0,0.0,1.0,59994.0,1564.0
2019-01-01,IRAQ,1.0,1.0,1.0,0.0,0.0,,,0.0,,,,,,1.0,0.0,0.0,1.0,49823.0,1833.0
2019-01-01,IRELAND,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,,,,,,,0.0,1.0,1.0,269181.0,7692.0
2019-01-01,ITALY,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,,0.3333333333333333,,,,,,,0.3333333333333333,0.0,1.0,269181.0,8525.0
2019-01-01,LATVIA,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,0.0,0.0,1.0,15319.0,965.0
2019-01-01,MOROCCO,1.0,1.0,0.0,0.0,0.0,,,0.0,,,,,,1.0,0.0,0.0,1.0,96835.0,2978.0
2019-01-01,NIGERIA,1.0,1.0,1.0,0.0,0.0,,,0.0,,,,,,1.0,0.0,0.0,1.0,,5682.0
2019-01-01,POLAND,1.0,1.0,1.0,0.0,0.0,,,1.0,,,,,,,0.0,0.0,1.0,237158.0,11685.0
2019-01-01,ROMANIA,1.0,1.0,0.0,0.0,0.0,,,0.0,,,,,,1.0,0.0,0.0,1.0,139426.0,3052.0
2019-01-01,SPAIN,1.0,1.0,1.0,0.0,0.0,,,1.0,,,,,,,0.0,0.0,1.0,353360.0,16593.0
2019-01-01,TURKEY,1.0,1.0,0.0,1.0,0.0,,,0.0,,,,,,,0.0,0.0,1.0,239444.0,12644.0
2019-01-01,UKRAINE,1.0,1.0,1.0,0.0,0.0,,,0.0,,,,,,1.0,0.0,0.0,1.0,785408.0,16646.0
2019-01-01,USA,0.75,0.75,0.0,0.5,0.25,,,0.25,,,,,,,0.0,0.0,1.0,6539662.0,255826.0
2020-01-01,ARGENTINA,1.0,1.0,0.3076923076923077,0.6923076923076923,0.0,,,0.8461538461538461,,1.0,,,,,0.0,0.3076923076923077,0.9230769230769231,3456354.0,192210.0
2020-01-01,AUSTRALIA,0.5,0.5,0.0,0.0,0.0,,,0.5,,,,,,1.0,0.0,0.0,1.0,792945.0,43789.0
2020-01-01,BELGIUM,1.0,1.0,0.0,0.0,0.0,,,0.0,,,,,,1.0,0.0,0.0,1.0,113859.0,2328.0
2020-01-01,BRAZIL,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.0,,,0.8888888888888888,1.0,1.0,,,,,0.0,0.1111111111111111,0.8888888888888888,3981858.0,218396.0
2020-01-01,CANADA,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,,,,,,,0.0,0.0,1.0,1196292.0,49321.0
2020-01-01,CHINA,1.0,1.0,0.0,0.0,0.0,,,1.0,,,,,,,0.0,0.25,0.75,20601199.0,954434.5
2020-01-01,GERMANY,0.6,0.6,0.4,0.0,0.2,,,0.2,,,,,,1.0,0.4,0.6,0.4,401533.6,13473.6
2020-01-01,INDIA,0.5,0.5,0.0,0.5,0.0,,,0.0,,,,,,1.0,0.0,0.0,1.0,215301.0,5714.0
2020-01-01,IRAN,1.0,1.0,0.0,1.0,0.0,,,1.0,,1.0,,,,,0.0,0.0,1.0,9079.0,24.0
2020-01-01,ITALY,0.75,0.75,0.25,0.0,0.25,,,0.25,,,,,,1.0,0.0,0.0,1.0,269181.0,8525.0
2020-01-01,JAPAN,1.0,1.0,1.0,0.0,0.0,,,1.0,,,,,,,0.0,0.0,1.0,15319.0,965.0
2020-01-01,MEXICO,0.0,0.0,0.0,0.0,0.0,,,1.0,,,,,,,0.0,0.0,1.0,261614.0,10670.0
2020-01-01,NIGERIA,1.0,1.0,1.0,0.0,0.0,,,0.0,,,,,,1.0,0.0,0.0,1.0,,5682.0
2020-01-01,POLAND,0.75,0.75,0.5,0.5,0.0,,,1.0,,1.0,,,,,0.0,0.0,1.0,237158.0,11685.0
2020-01-01,PORTUGAL,0.5,0.5,0.0,0.0,0.0,,,1.0,1.0,,,,,,0.0,0.0,1.0,56083.0,1899.0
2020-01-01,SERBIA,0.0,0.0,0.0,0.0,0.0,,,1.0,,,,,,,0.0,0.0,1.0,7780.0,555.0
2020-01-01,SLOVENIA,0.0,0.0,0.0,0.0,0.0,,,1.0,,,,,,,0.0,1.0,0.0,7711.0,171.0
2020-01-01,SPAIN,1.0,1.0,1.0,0.0,0.0,,,1.0,,,,,,,0.0,0.0,1.0,353360.0,16593.0
2020-01-01,SWITZERLAND,0.0,0.0,0.0,0.0,0.0,,,0.5,,,,,,1.0,0.0,0.0,1.0,20926.0,509.0
2020-01-01,TUNISIA,1.0,1.0,1.0,0.0,0.0,,,1.0,,,,,,,0.0,0.0,1.0,9522.0,645.0
2020-01-01,TURKEY,1.0,1.0,1.0,0.0,0.0,,,0.0,,,,,,1.0,0.0,0.0,1.0,239444.0,12644.0
2020-01-01,UK,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,0.0,0.0,1.0,478388.0,9567.0
2020-01-01,USA,0.5,0.5,0.25,0.125,0.125,,,0.625,,1.0,,,,1.0,0.125,0.125,0.875,6539662.0,255826.0
2021-01-01,BRAZIL,1.0,1.0,1.0,0.0,0.0,,,1.0,,,,,,,0.0,0.0,1.0,13245.0,823.0
2021-01-01,CHINA,1.0,1.0,0.0,0.0,0.0,,,1.0,,,,,,,0.0,0.0,1.0,20601199.0,937273.0
2021-01-01,FINLAND,1.0,1.0,0.0,0.0,1.0,1.0,,1.0,,,,,,,0.0,0.0,1.0,898023.0,27713.0
